0.000000000000000000e+00 3.600000000000000000e+01 4.400000000000000000e+01 1.100000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.873368284984452714e+01 4.523646994108442954e+01 1.105300602663811878e+04 2.992111618955286989e+00 1.214242817032010896e-01 3.328009127788314914e-03
2.000000000000000000e+00 4.107896174663050459e+01 4.660494675249425711e+01 1.110518511637584197e+04 5.947198317727679040e+00 4.710699766703153601e-01 2.549633794717730273e-02
3.000000000000000000e+00 4.311842710031621095e+01 4.807906719117972472e+01 1.115647123857070619e+04 8.840646529355920435e+00 1.026672105387022249e+00 8.234496986534975416e-02
4.000000000000000000e+00 4.491681657875843570e+01 4.963801685815689524e+01 1.120680523839644593e+04 1.165566221226247379e+01 1.766109060288964416e+00 1.866687487811823087e-01
5.000000000000000000e+00 4.652481684206437507e+01 5.126533300238980218e+01 1.125613350379166877e+04 1.438137842121560794e+01 2.667936481344123756e+00 3.484952993671215915e-01
6.000000000000000000e+00 4.798205537390789743e+01 5.294796251901579609e+01 1.130440695042715925e+04 1.701138375918204559e+01 3.711744987895619907e+00 5.753759343089303036e-01
7.000000000000000000e+00 4.931945392112248072e+01 5.467552115576093996e+01 1.135158023985171349e+04 1.954258125800638979e+01 4.878385380140316308e+00 8.726763069660568028e-01
8.000000000000000000e+00 5.056108116660853113e+01 5.643971059768364285e+01 1.139761117195674524e+04 2.197430521652046664e+01 6.150095636116146736e+00 1.243857613208306567e+00
9.000000000000000000e+00 5.172561055430821852e+01 5.823386008004018777e+01 1.144246021163677324e+04 2.430764031199849740e+01 7.510555590331064124e+00 1.690742409507715482e+00
1.000000000000000000e+01 5.282746784496327308e+01 6.005256589959881097e+01 1.148609012009234539e+04 2.654489861268255169e+01 8.944889476531828976e+00 2.213761308175955289e+00
1.100000000000000000e+01 5.387773463260250395e+01 6.189140797328727217e+01 1.152846566905847249e+04 2.868921983583634727e+01 1.043963166629636596e+01 2.812178575203283515e+00
1.200000000000000000e+01 5.488485948756447641e+01 6.374672718129945537e+01 1.156955342133392332e+04 3.074426789621069389e+01 1.198266717038374729e+01 3.484295855955653831e+00
1.300000000000000000e+01 5.585521877747276420e+01 6.561545026010877280e+01 1.160932156421262152e+04 3.271400188363276129e+01 1.356315592887682087e+01 4.227634140911114891e+00
1.400000000000000000e+01 5.679355809032828262e+01 6.749495251447739008e+01 1.164773978565135440e+04 3.460250546511304037e+01 1.517144717252571873e+01 5.039094714000758479e+00
1.500000000000000000e+01 5.770334046703268172e+01 6.938295010378098482e+01 1.168477918403517651e+04 3.641386119881623529e+01 1.679898894216150396e+01 5.915100129779566451e+00
1.600000000000000000e+01 5.858702121817053410e+01 7.127741567992474359e+01 1.172041220443557540e+04 3.815205963026794933e+01 1.843823625791871734e+01 6.851716636373760494e+00
1.700000000000000000e+01 5.944626480894944365e+01 7.317651250489210213e+01 1.175461259512577453e+04 3.982093528120844184e+01 2.008256047675607903e+01 7.844759469729863710e+00
1.800000000000000000e+01 6.028211674124788999e+01 7.507854297688017198e+01 1.178735537880060656e+04 4.142412299012025301e+01 2.172616170909780564e+01 8.889882634581894649e+00
1.900000000000000000e+01 6.109513922844975298e+01 7.698190879209235504e+01 1.181861683429571349e+04 4.296503019848621818e+01 2.336398533916027986e+01 9.982654633929517018e+00
2.000000000000000000e+01 6.188551904169068507e+01 7.888508009783608088e+01 1.184837448438656611e+04 4.444682100318424745e+01 2.499164354698745782e+01 1.111862168409590801e+01
2.100000000000000000e+01 6.265315319872483002e+01 8.078657184104511657e+01 1.187660708627594795e+04 4.587240918788205590e+01 2.660534221029770663e+01 1.229335980622371061e+01
2.200000000000000000e+01 6.339771720680847977e+01 8.268492581410539799e+01 1.190329462170583065e+04 4.724445793998228282e+01 2.820181336368321112e+01 1.350251715098490202e+01
2.300000000000000000e+01 6.411871950044752566e+01 8.457869723503864634e+01 1.192841828401492785e+04 4.856538449710074445e+01 2.977825325604305462e+01 1.474184772387977738e+01
2.400000000000000000e+01 6.481554518136834986e+01 8.646644486106769989e+01 1.195196045967324972e+04 4.983736824882118555e+01 3.133226588287191561e+01 1.600723773581322007e+01
2.500000000000000000e+01 6.548749106680419629e+01 8.834672398017583816e+01 1.197390470255085165e+04 5.106236136141150439e+01 3.286181178543477444e+01 1.729472552418994269e+01
2.600000000000000000e+01 6.613379383521230181e+01 9.021808168981985432e+01 1.199423569935335399e+04 5.224210110444228405e+01 3.436516185382362210e+01 1.860051598723917010e+01
2.700000000000000000e+01 6.675365285018206407e+01 9.207905393593227927e+01 1.201293922489114266e+04 5.337812315710783651e+01 3.584085587411556872e+01 1.992099037199778166e+01
2.800000000000000000e+01 6.734624855356311457e+01 9.392816400015695422e+01 1.203000208661527722e+04 5.447177551671031637e+01 3.728766547174919310e+01 2.125271214166312816e+01
2.900000000000000000e+01 6.791075732834445944e+01 9.576392211947668898e+01 1.204541205811196778e+04 5.552423262285373085e+01 3.870456113066498460e+01 2.259242959010494189e+01
3.000000000000000000e+01 6.844636355462584731e+01 9.758482597830622751e+01 1.205915780174883184e+04 5.653650939630306027e+01 4.009068297472447995e+01 2.393707577980806178e+01
3.100000000000000000e+01 6.895226910824661104e+01 9.938936197493150360e+01 1.207122878119409324e+04 5.750947510625893244e+01 4.144531509713333151e+01 2.528376611708739574e+01
3.200000000000000000e+01 6.942770138478795161e+01 1.011760068631203779e+02 1.208161516516887241e+04 5.844386663833859075e+01 4.276786284108236202e+01 2.662979455391166539e+01
3.300000000000000000e+01 6.987191933014385370e+01 1.029432299413523140e+02 1.209030772478937070e+04 5.934030141907654610e+01 4.405783308336896908e+01 2.797262810534256516e+01
3.400000000000000000e+01 7.028421821872416331e+01 1.046894955199613406e+02 1.209729772643100114e+04 6.019928971734113787e+01 4.531481708504129102e+01 2.930990038577877499e+01
