# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.162852397894837486e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.162852397894837486e+04
1.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.766155973692239201e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.766155973692239201e+01
2.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.645111082301475847e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.645111082301475847e+00
3.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.081981758651572090e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.081981758651572090e-01
4.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.701016741870329363e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.701016741870329363e-01
5.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.607737009178723864e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.607737009178723864e-01
6.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.912057580951860847e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.912057580951860847e-01
7.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.539838701532643128e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.539838701532643128e-01
8.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.683366058633932516e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.683366058633932516e-01
9.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.369866427760150274e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.369866427760150274e-01
1.000000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.011239128639282586e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.011239128639282586e-01
1.000000000000000000e+04 5.215343168318937472e+01 7.217084910074597071e-01 9.451810328116756864e+03 2.529564433700211001e+00 4.216735275940788896e-01 1.538238494441428739e-01 1.011239128639282586e-01 5.215343168318937472e+01 7.217084910074597071e-01 9.451810328116756864e+03 2.529564433700211001e+00 4.216735275940788896e-01 1.538238494441428739e-01 1.011239128639282586e-01
1.100000000000000000e+04 1.890004261532927332e+00 1.514032376719833550e+01 1.280934213194279891e+02 3.040247733603233526e-01 7.987268205992870129e-02 7.113936807982504384e-02 3.392268266382118203e+00 1.890004261532927332e+00 1.514032376719833550e+01 1.280934213194279891e+02 3.040247733603233526e-01 7.987268205992870129e-02 7.113936807982504384e-02 3.392268266382118203e+00
1.200000000000000000e+04 1.417546332062659786e+00 1.371210615522024412e+01 9.255556793647191682e+01 1.925469647627082170e-01 5.216431760400255108e-02 4.790034030435122436e-02 2.671949945564261686e+00 1.417546332062659786e+00 1.371210615522024412e+01 9.255556793647191682e+01 1.925469647627082170e-01 5.216431760400255108e-02 4.790034030435122436e-02 2.671949945564261686e+00
1.300000000000000000e+04 1.209100344536895077e+00 1.309843865194295276e+01 8.621668819802593475e+01 1.485731437503135799e-01 4.868761745982842781e-02 4.221546949874626503e-02 1.545791826385282342e+00 1.209100344536895077e+00 1.309843865194295276e+01 8.621668819802593475e+01 1.485731437503135799e-01 4.868761745982842781e-02 4.221546949874626503e-02 1.545791826385282342e+00
1.400000000000000000e+04 1.077099232946772123e+00 1.254953511695145707e+01 8.377616427057168380e+01 1.270931362739361192e-01 4.601749074005485884e-02 3.964928546676144139e-02 3.214174278589321698e+00 1.077099232946772123e+00 1.254953511695145707e+01 8.377616427057168380e+01 1.270931362739361192e-01 4.601749074005485884e-02 3.964928546676144139e-02 3.214174278589321698e+00
1.500000000000000000e+04 9.437824093489762811e-01 1.226263417624444685e+01 8.229943514640955016e+01 1.101053487397726377e-01 4.259548714771260736e-02 3.762055514864245248e-02 1.358177786846587853e+00 9.437824093489762811e-01 1.226263417624444685e+01 8.229943514640955016e+01 1.101053487397726377e-01 4.259548714771260736e-02 3.762055514864245248e-02 1.358177786846587853e+00
1.600000000000000000e+04 8.223700081916177629e-01 1.196341170691134970e+01 7.753219678571947782e+01 9.868651047744646243e-02 4.087614727918335855e-02 3.716096999828619879e-02 1.298197819063715786e+00 8.223700081916177629e-01 1.196341170691134970e+01 7.753219678571947782e+01 9.868651047744646243e-02 4.087614727918335855e-02 3.716096999828619879e-02 1.298197819063715786e+00
1.700000000000000000e+04 7.196304515764763154e-01 1.164687993736541749e+01 7.646485681960356828e+01 9.491762545382818883e-02 4.067714308852254934e-02 3.524053526611227449e-02 1.188331987544742230e+00 7.196304515764763154e-01 1.164687993736541749e+01 7.646485681960356828e+01 9.491762545382818883e-02 4.067714308852254934e-02 3.524053526611227449e-02 1.188331987544742230e+00
1.800000000000000000e+04 6.614093637404615533e-01 1.103906156211951384e+01 7.532208405781236138e+01 9.303051908736532927e-02 3.993517433115838927e-02 3.348322176393474930e-02 1.467505757259748078e+00 6.614093637404615533e-01 1.103906156211951384e+01 7.532208405781236138e+01 9.303051908736532927e-02 3.993517433115838927e-02 3.348322176393474930e-02 1.467505757259748078e+00
1.900000000000000000e+04 6.174687403370112682e-01 1.055926125341289001e+01 7.390594078396503619e+01 9.491156010032533730e-02 4.016599262740531973e-02 3.343086719726790640e-02 9.963234503375474338e-01 6.174687403370112682e-01 1.055926125341289001e+01 7.390594078396503619e+01 9.491156010032533730e-02 4.016599262740531973e-02 3.343086719726790640e-02 9.963234503375474338e-01
2.000000000000000000e+04 5.949073449520047019e-01 9.654353499585797138e+00 5.488721539372550495e+01 9.752735917138993793e-02 4.023023724660323985e-02 3.430560341155363541e-02 1.303088860569553420e+00 5.949073449520047019e-01 9.654353499585797138e+00 5.488721539372550495e+01 9.752735917138993793e-02 4.023023724660323985e-02 3.430560341155363541e-02 1.303088860569553420e+00
2.100000000000000000e+04 5.931971920163472412e-01 8.267168227391744395e+00 4.552846434696321154e+01 9.998294708174250423e-02 3.961157373940526333e-02 3.200703850806692341e-02 4.845530769295424811e+00 5.931971920163472412e-01 8.267168227391744395e+00 4.552846434696321154e+01 9.998294708174250423e-02 3.961157373940526333e-02 3.200703850806692341e-02 4.845530769295424811e+00
2.200000000000000000e+04 5.682746009459335168e-01 6.347424582991947339e+00 4.398320988728618630e+01 1.022431422500202358e-01 3.923113120243042901e-02 3.193606351286805423e-02 5.888644962916292691e+00 5.682746009459335168e-01 6.347424582991947339e+00 4.398320988728618630e+01 1.022431422500202358e-01 3.923113120243042901e-02 3.193606351286805423e-02 5.888644962916292691e+00
2.300000000000000000e+04 5.648555506693037076e-01 3.713166141226954764e+00 3.854334012720873659e+01 9.975036781430833555e-02 4.023976316402278625e-02 3.609090091842217379e-02 6.119996739715133360e-01 5.648555506693037076e-01 3.713166141226954764e+00 3.854334012720873659e+01 9.975036781430833555e-02 4.023976316402278625e-02 3.609090091842217379e-02 6.119996739715133360e-01
